iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,vaccines,source_name
BGR,27/01/2021,32917,25245,7672,3795,1256,0.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,28/01/2021,37636,26753,10883,4719,1769,0.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,29/01/2021,40805,27856,12949,3169,2101,0.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,30/01/2021,41020,27957,13063,215,2129,0.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,31/01/2021,41125,28041,13084,105,2140,0.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,01/02/2021,42634,28978,13656,1509,2262,0.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,02/02/2021,45917,30817,15100,3283,2399,0.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,03/02/2021,50124,33691,16433,4207,2458,0.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,04/02/2021,54025,36929,17096,3901,2341,0.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,05/02/2021,56860,39468,17392,2835,2294,0.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,06/02/2021,57016,39624,17392,156,2285,0.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,07/02/2021,57038,39646,17392,22,2273,0.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,08/02/2021,58888,41407,17481,1850,2322,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,09/02/2021,62428,44482,17946,3540,2359,0.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,10/02/2021,66163,47551,18612,3735,2291,0.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,11/02/2021,71123,51435,19688,4960,2443,1.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,12/02/2021,74694,54123,20571,3571,2548,1.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,13/02/2021,75320,54646,20674,626,2615,1.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,14/02/2021,75388,54690,20698,68,2621,1.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,15/02/2021,77436,56113,21323,2048,2650,1.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,16/02/2021,81338,58562,22776,3902,2701,1.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,17/02/2021,85920,61813,24107,4582,2822,1.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,18/02/2021,90514,65073,25441,4594,2770,1.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,19/02/2021,104268,77518,26750,13754,4225,1.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,20/02/2021,108356,81433,26923,4088,4719,1.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,21/02/2021,119354,92381,26973,10998,6281,1.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
BGR,22/02/2021,131063,103111,27952,11709,7661,1.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
KHM,09/02/2021,0,0,,,,0,Sinopharm/Beijing,Ministry of Health
KHM,10/02/2021,1492,1492,,1492,1492,0.01,Sinopharm/Beijing,Ministry of Health
KHM,11/02/2021,,,,,871,,Sinopharm/Beijing,Ministry of Health
KHM,12/02/2021,,,,,663,,Sinopharm/Beijing,Ministry of Health
KHM,13/02/2021,,,,,560,,Sinopharm/Beijing,Ministry of Health
KHM,14/02/2021,,,,,498,,Sinopharm/Beijing,Ministry of Health
KHM,15/02/2021,,,,,456,,Sinopharm/Beijing,Ministry of Health
KHM,16/02/2021,,,,,427,,Sinopharm/Beijing,Ministry of Health
KHM,17/02/2021,3236,3236,,,249,0.02,Sinopharm/Beijing,Ministry of Health
KHM,18/02/2021,,,,,312,,Sinopharm/Beijing,Ministry of Health
KHM,19/02/2021,4609,4609,,,374,0.03,Sinopharm/Beijing,Ministry of Health
CAN,19/12/2020,,8734,,,,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,26/12/2020,,33734,,,,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,02/01/2021,,77521,,,,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,09/01/2021,,211528,4492,,,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,12/01/2021,267078,,,,,0.71,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,13/01/2021,288488,,,21410,4282,0.76,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,14/01/2021,310788,,,22300,7285,0.82,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,15/01/2021,342227,,,31439,10736,0.91,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,16/01/2021,,560798,26768,,14575,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,17/01/2021,,,,,18415,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,18/01/2021,422864,,,,22255,1.12,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,19/01/2021,459780,,,36916,27529,1.22,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,20/01/2021,485739,,,25959,28179,1.29,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,21/01/2021,706464,,,220725,56525,1.87,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,22/01/2021,752377,,,45913,58593,1.99,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,23/01/2021,,772050,59217,,57133,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,24/01/2021,,,,,55673,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,25/01/2021,802354,,,,54213,2.13,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,26/01/2021,827042,,,24688,52466,2.19,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,27/01/2021,890536,,,63494,57828,2.36,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,28/01/2021,910676,,,20140,29173,2.41,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,29/01/2021,937338,,,26662,26423,2.48,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,30/01/2021,,855909,113445,,25822,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,31/01/2021,,,,,25221,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,01/02/2021,974690,,,,24619,2.58,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,02/02/2021,985975,,,11285,22705,2.61,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,03/02/2021,999253,,,13278,15531,2.65,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,04/02/2021,1015083,,,15830,14915,2.69,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,05/02/2021,1042171,,,27088,14976,2.76,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,06/02/2021,,900556,173804,,15805,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,07/02/2021,,,,,16634,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,08/02/2021,1096929,,,,17463,2.91,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,09/02/2021,1119294,,,22365,19046,2.97,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,10/02/2021,1153987,,,34693,22105,3.06,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,11/02/2021,1186400,,,32413,24474,3.14,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,12/02/2021,1221539,,,35139,25624,3.24,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,13/02/2021,,972407,307218,,25464,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,14/02/2021,,,,,25303,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,15/02/2021,1272929,,,,25143,3.37,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,16/02/2021,1306784,,,33855,26784,3.46,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,17/02/2021,1329036,,,22252,25007,3.52,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,18/02/2021,1354289,,,25253,23984,3.59,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,19/02/2021,1402139,,,47850,25800,3.72,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,20/02/2021,,,,,30584,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,21/02/2021,,,,,35369,,"Moderna, Pfizer/BioNTech",Government of Canada
CAN,22/02/2021,1554003,,,,40153,4.12,"Moderna, Pfizer/BioNTech",Government of Canada
CYM,26/12/2020,0,0,,,,0,Pfizer/BioNTech,Cayman Islands Government
CYM,27/12/2020,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,28/12/2020,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,29/12/2020,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,30/12/2020,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,31/12/2020,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,01/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,02/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,03/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,04/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,05/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,06/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,07/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,08/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,09/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,10/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,11/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,12/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,13/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,14/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,15/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,16/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,17/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,18/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,19/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,20/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,21/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,22/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,23/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,24/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,25/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,26/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,27/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,28/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,29/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,30/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,31/01/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,01/02/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,02/02/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,03/02/2021,,,,,275,,Pfizer/BioNTech,Cayman Islands Government
CYM,04/02/2021,11008,7811,3197,,275,16.75,Pfizer/BioNTech,Cayman Islands Government
CYM,05/02/2021,,,,,310,,Pfizer/BioNTech,Cayman Islands Government
CYM,06/02/2021,,,,,345,,Pfizer/BioNTech,Cayman Islands Government
CYM,07/02/2021,,,,,380,,Pfizer/BioNTech,Cayman Islands Government
CYM,08/02/2021,,,,,415,,Pfizer/BioNTech,Cayman Islands Government
CYM,09/02/2021,13609,8839,4770,,450,20.71,Pfizer/BioNTech,Cayman Islands Government
CYM,10/02/2021,14086,8912,5174,477,479,21.43,Pfizer/BioNTech,Cayman Islands Government
CYM,11/02/2021,,,,,544,,Pfizer/BioNTech,Cayman Islands Government
CYM,12/02/2021,15543,9172,6371,,574,23.65,Pfizer/BioNTech,Cayman Islands Government
CYM,13/02/2021,,,,,533,,Pfizer/BioNTech,Cayman Islands Government
CYM,14/02/2021,,,,,492,,Pfizer/BioNTech,Cayman Islands Government
CYM,15/02/2021,,,,,452,,Pfizer/BioNTech,Cayman Islands Government
CYM,16/02/2021,,,,,411,,Pfizer/BioNTech,Cayman Islands Government
CYM,17/02/2021,16725,9783,6942,,377,25.45,Pfizer/BioNTech,Cayman Islands Government
CYM,18/02/2021,,,,,313,,Pfizer/BioNTech,Cayman Islands Government
CYM,19/02/2021,17285,10277,7008,,249,26.3,Pfizer/BioNTech,Cayman Islands Government
CYM,20/02/2021,18159,10521,7638,874,340,27.63,Pfizer/BioNTech,Cayman Islands Government
CHL,24/12/2020,420,420,,,,0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,25/12/2020,5199,5199,,4779,4779,0.03,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,26/12/2020,8339,8339,,3140,3960,0.04,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,27/12/2020,8650,8650,,311,2743,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,28/12/2020,8650,8650,,0,2058,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,29/12/2020,8650,8650,,0,1646,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,30/12/2020,8650,8650,,0,1372,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,31/12/2020,8650,8650,,0,1176,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,01/01/2021,8650,8650,,0,493,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,02/01/2021,8650,8650,,0,44,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,03/01/2021,8650,8650,,0,,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,04/01/2021,9055,9055,,405,58,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,05/01/2021,10498,10498,,1443,264,0.05,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,06/01/2021,10703,10703,,205,293,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,07/01/2021,10703,10703,,0,293,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,08/01/2021,10703,10703,,0,293,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,09/01/2021,10703,10703,,0,293,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,10/01/2021,10703,10703,,0,293,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,11/01/2021,10703,10703,,0,235,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,12/01/2021,10703,10703,,0,29,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,13/01/2021,11733,10704,1029,1030,147,0.06,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,14/01/2021,18647,12822,5825,6914,1135,0.1,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,15/01/2021,22076,13779,8297,3429,1625,0.12,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,16/01/2021,22166,13802,8364,90,1638,0.12,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,17/01/2021,22166,13802,8364,0,1638,0.12,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,18/01/2021,33210,24846,8364,11044,3215,0.17,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,19/01/2021,52519,44153,8366,19309,5974,0.27,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,20/01/2021,61769,53403,8366,9250,7148,0.32,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,21/01/2021,64825,56459,8366,3056,6597,0.34,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,22/01/2021,65236,56870,8366,411,6166,0.34,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,23/01/2021,65236,56870,8366,0,6153,0.34,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,24/01/2021,65236,56870,8366,0,6153,0.34,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,25/01/2021,66653,56888,9765,1417,4778,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,26/01/2021,67268,56909,10359,615,2107,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,27/01/2021,67303,56910,10393,35,791,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,28/01/2021,67303,56910,10393,0,354,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,29/01/2021,67308,56910,10398,5,296,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,30/01/2021,67308,56910,10398,0,296,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,31/01/2021,67308,56910,10398,0,296,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,01/02/2021,67308,56910,10398,0,94,0.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,02/02/2021,80432,70028,10404,13124,1881,0.42,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,03/02/2021,250492,240088,10404,170060,26170,1.31,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,04/02/2021,426019,413508,12511,175527,51245,2.23,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,05/02/2021,594868,581687,13181,168849,75366,3.11,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,06/02/2021,622671,609485,13186,27803,79338,3.26,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,07/02/2021,631255,618069,13186,8584,80564,3.3,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,08/02/2021,863354,838445,24909,232099,113721,4.52,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,09/02/2021,1123882,1079686,44196,260528,149064,5.88,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,10/02/2021,1403262,1350803,52459,279380,164681,7.34,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,11/02/2021,1655694,1600624,55070,252432,175668,8.66,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,12/02/2021,1884497,1829223,55274,228803,184233,9.86,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,13/02/2021,1914099,1858791,55308,29602,184490,10.01,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,14/02/2021,1918539,1863231,55308,4440,183898,10.04,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,15/02/2021,2183112,2127804,55308,264573,188537,11.42,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,16/02/2021,2401927,2346609,55318,218815,182578,12.56,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,17/02/2021,2588809,2533491,55318,186882,169364,13.54,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,18/02/2021,2742557,2687239,55318,153748,155266,14.35,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,19/02/2021,2884071,2828753,55318,141514,142796,15.09,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,20/02/2021,2893487,2838169,55318,9416,139913,15.14,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,21/02/2021,2894649,2839331,55318,1162,139444,15.14,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHL,22/02/2021,2994139,2938813,55326,99490,115861,15.66,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information
CHN,15/12/2020,1500000,,,,,0.1,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,16/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,17/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,18/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,19/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,20/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,21/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,22/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,23/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,24/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,25/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,26/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,27/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,28/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,29/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,30/12/2020,,,,,187500,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,31/12/2020,4500000,,,,187500,0.31,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,01/01/2021,,,,,232143,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,02/01/2021,,,,,276786,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,03/01/2021,,,,,321429,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,04/01/2021,,,,,366071,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,05/01/2021,,,,,410714,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,06/01/2021,,,,,455357,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,07/01/2021,,,,,500000,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,08/01/2021,,,,,500000,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,09/01/2021,9000000,,,,500000,0.63,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,10/01/2021,,,,,464286,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,11/01/2021,,,,,428571,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,12/01/2021,,,,,392857,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,13/01/2021,10000000,,,,357143,0.69,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,14/01/2021,,,,,387755,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,15/01/2021,,,,,418367,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,16/01/2021,,,,,448980,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,17/01/2021,,,,,515306,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,18/01/2021,,,,,581633,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,19/01/2021,,,,,647959,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,20/01/2021,15000000,,,,714286,1.04,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,21/01/2021,,,,,770755,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,22/01/2021,,,,,827224,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,23/01/2021,,,,,883694,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,24/01/2021,,,,,940163,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,25/01/2021,,,,,996633,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,26/01/2021,,,,,1053102,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,27/01/2021,22767000,,,,1109571,1.58,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,28/01/2021,,,,,995097,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,29/01/2021,,,,,880622,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,30/01/2021,,,,,766148,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,31/01/2021,24000000,,,,651673,1.67,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,01/02/2021,,,,,836020,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,02/02/2021,,,,,1020367,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,03/02/2021,31200000,,,,1204714,2.17,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,04/02/2021,,,,,1382583,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,05/02/2021,,,,,1560452,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,06/02/2021,,,,,1738321,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,07/02/2021,,,,,1916190,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
CHN,08/02/2021,,,,,1795238,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission
